bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
1893399,3229480,text,11075,text/html,Amended,https://legiscan.com/CA/text/AB6/id/3229480,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB6#97AMD
1893404,3029617,text,5061,text/html,Introduced,https://legiscan.com/CA/text/AB7/id/3029617,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB7#99INT
1933484,3071005,text,31331,text/html,Introduced,https://legiscan.com/CA/text/ABX17/id/3071005,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520261AB7#99INT
1893404,3260611,text,7950,text/html,Amended,https://legiscan.com/CA/text/AB7/id/3260611,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB7#98AMD
1893404,3269718,text,7223,text/html,Enrolled,https://legiscan.com/CA/text/AB7/id/3269718,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB7#97ENR
1893405,3029618,text,8682,text/html,Introduced,https://legiscan.com/CA/text/AB8/id/3029618,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB8#99INT
1933305,3072443,text,30931,text/html,Introduced,https://legiscan.com/CA/text/ABX18/id/3072443,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520261AB8#99INT
1893405,3182261,text,218609,text/html,Amended,https://legiscan.com/CA/text/AB8/id/3182261,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB8#98AMD
1893405,3217245,text,194398,text/html,Amended,https://legiscan.com/CA/text/AB8/id/3217245,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB8#97AMD
1893405,3229413,text,193705,text/html,Amended,https://legiscan.com/CA/text/AB8/id/3229413,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB8#96AMD
1893405,3245305,text,213754,text/html,Amended,https://legiscan.com/CA/text/AB8/id/3245305,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB8#95AMD
1893405,3266917,text,287055,text/html,Amended,https://legiscan.com/CA/text/AB8/id/3266917,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB8#94AMD
1893405,3267947,text,239183,text/html,Amended,https://legiscan.com/CA/text/AB8/id/3267947,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB8#93AMD
1893405,3269719,text,237065,text/html,Enrolled,https://legiscan.com/CA/text/AB8/id/3269719,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB8#92ENR
1893405,3271778,text,234116,text/html,Chaptered,https://legiscan.com/CA/text/AB8/id/3271778,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB8#91CHP
1893406,3029619,text,6779,text/html,Introduced,https://legiscan.com/CA/text/AB9/id/3029619,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB9#99INT
1933366,3070999,text,30013,text/html,Introduced,https://legiscan.com/CA/text/ABX19/id/3070999,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520261AB9#99INT
1893345,3029558,text,9423,text/html,Introduced,https://legiscan.com/CA/text/AB10/id/3029558,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB10#99INT
1939328,3077015,text,9574,text/html,Introduced,https://legiscan.com/CA/text/ABX110/id/3077015,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520261AB10#99INT
1893346,3029559,text,54172,text/html,Introduced,https://legiscan.com/CA/text/AB11/id/3029559,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB11#99INT
1939327,3077013,text,7975,text/html,Introduced,https://legiscan.com/CA/text/ABX111/id/3077013,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520261AB11#99INT
1893347,3029560,text,4478,text/html,Introduced,https://legiscan.com/CA/text/AB12/id/3029560,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB12#99INT
1945215,3087466,text,13888,text/html,Introduced,https://legiscan.com/CA/text/ABX112/id/3087466,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520261AB12#99INT
1893348,3029561,text,5702,text/html,Introduced,https://legiscan.com/CA/text/AB13/id/3029561,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB13#99INT
1949695,3092916,text,7937,text/html,Introduced,https://legiscan.com/CA/text/ABX113/id/3092916,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520261AB13#99INT
1893348,3139616,text,19404,text/html,Amended,https://legiscan.com/CA/text/AB13/id/3139616,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB13#98AMD
1893348,3178749,text,15485,text/html,Amended,https://legiscan.com/CA/text/AB13/id/3178749,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB13#97AMD
1893348,3245383,text,18213,text/html,Amended,https://legiscan.com/CA/text/AB13/id/3245383,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB13#96AMD
1893348,3262147,text,12505,text/html,Amended,https://legiscan.com/CA/text/AB13/id/3262147,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB13#95AMD
1893349,3029562,text,12789,text/html,Introduced,https://legiscan.com/CA/text/AB14/id/3029562,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB14#99INT
1949696,3092920,text,10330,text/html,Introduced,https://legiscan.com/CA/text/ABX114/id/3092920,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520261AB14#99INT
1893349,3174475,text,13918,text/html,Amended,https://legiscan.com/CA/text/AB14/id/3174475,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB14#98AMD
1893349,3245377,text,14491,text/html,Amended,https://legiscan.com/CA/text/AB14/id/3245377,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB14#97AMD
1893349,3266965,text,14148,text/html,Amended,https://legiscan.com/CA/text/AB14/id/3266965,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB14#96AMD
1893349,3269037,text,14647,text/html,Enrolled,https://legiscan.com/CA/text/AB14/id/3269037,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB14#95ENR
1893349,3272878,text,12585,text/html,Chaptered,https://legiscan.com/CA/text/AB14/id/3272878,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB14#94CHP
1893350,3029563,text,21228,text/html,Introduced,https://legiscan.com/CA/text/AB15/id/3029563,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB15#99INT
1953110,3097309,text,29992,text/html,Introduced,https://legiscan.com/CA/text/ABX115/id/3097309,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520261AB15#99INT
1893350,3139608,text,28078,text/html,Amended,https://legiscan.com/CA/text/AB15/id/3139608,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB15#98AMD
1893350,3245427,text,16614,text/html,Amended,https://legiscan.com/CA/text/AB15/id/3245427,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB15#97AMD
1893350,3261948,text,17364,text/html,Amended,https://legiscan.com/CA/text/AB15/id/3261948,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB15#96AMD
1893350,3268843,text,14995,text/html,Enrolled,https://legiscan.com/CA/text/AB15/id/3268843,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB15#95ENR
1893351,3029564,text,8940,text/html,Introduced,https://legiscan.com/CA/text/AB16/id/3029564,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB16#99INT
1893351,3217241,text,9320,text/html,Amended,https://legiscan.com/CA/text/AB16/id/3217241,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB16#98AMD
1893351,3267662,text,11487,text/html,Amended,https://legiscan.com/CA/text/AB16/id/3267662,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB16#97AMD
1893351,3269761,text,11942,text/html,Enrolled,https://legiscan.com/CA/text/AB16/id/3269761,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB16#96ENR
1893351,3271520,text,10330,text/html,Chaptered,https://legiscan.com/CA/text/AB16/id/3271520,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB16#95CHP
1893352,3029565,text,4840,text/html,Introduced,https://legiscan.com/CA/text/AB17/id/3029565,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB17#99INT
1893352,3135074,text,5444,text/html,Amended,https://legiscan.com/CA/text/AB17/id/3135074,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB17#98AMD
1893352,3262465,text,6063,text/html,Enrolled,https://legiscan.com/CA/text/AB17/id/3262465,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB17#97ENR
1893352,3263489,text,4792,text/html,Chaptered,https://legiscan.com/CA/text/AB17/id/3263489,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB17#96CHP
1893353,3029566,text,4318,text/html,Introduced,https://legiscan.com/CA/text/AB18/id/3029566,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB18#99INT
1893354,3029567,text,3836,text/html,Introduced,https://legiscan.com/CA/text/AB19/id/3029567,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB19#99INT
1893354,3193784,text,40752,text/html,Amended,https://legiscan.com/CA/text/AB19/id/3193784,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB19#98AMD
1893356,3029569,text,3984,text/html,Introduced,https://legiscan.com/CA/text/AB20/id/3029569,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB20#99INT
1893356,3186947,text,70184,text/html,Amended,https://legiscan.com/CA/text/AB20/id/3186947,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB20#98AMD
1893357,3029570,text,4235,text/html,Introduced,https://legiscan.com/CA/text/AB21/id/3029570,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB21#99INT
1893357,3186725,text,71723,text/html,Amended,https://legiscan.com/CA/text/AB21/id/3186725,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB21#98AMD
1893358,3029571,text,4410,text/html,Introduced,https://legiscan.com/CA/text/AB22/id/3029571,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB22#99INT
1893358,3186743,text,122887,text/html,Amended,https://legiscan.com/CA/text/AB22/id/3186743,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB22#98AMD
1893358,3197980,text,95421,text/html,Amended,https://legiscan.com/CA/text/AB22/id/3197980,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB22#97AMD
1893359,3029572,text,4484,text/html,Introduced,https://legiscan.com/CA/text/AB23/id/3029572,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB23#99INT
1893359,3189094,text,31461,text/html,Amended,https://legiscan.com/CA/text/AB23/id/3189094,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB23#98AMD
1893360,3029573,text,4641,text/html,Introduced,https://legiscan.com/CA/text/AB24/id/3029573,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB24#99INT
1893360,3186728,text,15467,text/html,Amended,https://legiscan.com/CA/text/AB24/id/3186728,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB24#98AMD
1893360,3206088,text,9471,text/html,Amended,https://legiscan.com/CA/text/AB24/id/3206088,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB24#97AMD
1893361,3029574,text,3563,text/html,Introduced,https://legiscan.com/CA/text/AB25/id/3029574,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB25#99INT
1893361,3139602,text,56088,text/html,Amended,https://legiscan.com/CA/text/AB25/id/3139602,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB25#98AMD
1893362,3029575,text,3573,text/html,Introduced,https://legiscan.com/CA/text/AB26/id/3029575,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB26#99INT
1893363,3029576,text,9109,text/html,Introduced,https://legiscan.com/CA/text/AB27/id/3029576,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB27#99INT
1893363,3151048,text,9985,text/html,Amended,https://legiscan.com/CA/text/AB27/id/3151048,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB27#98AMD
1893363,3257391,text,18418,text/html,Amended,https://legiscan.com/CA/text/AB27/id/3257391,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB27#97AMD
1893364,3029577,text,5496,text/html,Introduced,https://legiscan.com/CA/text/AB28/id/3029577,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB28#99INT
1893364,3186898,text,23455,text/html,Amended,https://legiscan.com/CA/text/AB28/id/3186898,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB28#98AMD
1893364,3230735,text,35211,text/html,Amended,https://legiscan.com/CA/text/AB28/id/3230735,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB28#97AMD
1893364,3260582,text,43382,text/html,Amended,https://legiscan.com/CA/text/AB28/id/3260582,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB28#96AMD
1893364,3262329,text,34234,text/html,Amended,https://legiscan.com/CA/text/AB28/id/3262329,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB28#95AMD
1893364,3267392,text,35239,text/html,Amended,https://legiscan.com/CA/text/AB28/id/3267392,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB28#94AMD
1893365,3029578,text,6403,text/html,Introduced,https://legiscan.com/CA/text/AB29/id/3029578,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB29#99INT
1893365,3182248,text,8334,text/html,Amended,https://legiscan.com/CA/text/AB29/id/3182248,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB29#98AMD
1893367,3029580,text,4915,text/html,Introduced,https://legiscan.com/CA/text/AB30/id/3029580,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB30#99INT
1893367,3153202,text,5940,text/html,Amended,https://legiscan.com/CA/text/AB30/id/3153202,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB30#98AMD
1893367,3191091,text,9740,text/html,Amended,https://legiscan.com/CA/text/AB30/id/3191091,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB30#97AMD
1893367,3267986,text,8027,text/html,Enrolled,https://legiscan.com/CA/text/AB30/id/3267986,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB30#96ENR
1893367,3271777,text,6160,text/html,Chaptered,https://legiscan.com/CA/text/AB30/id/3271777,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB30#95CHP
1893368,3029581,text,33295,text/html,Introduced,https://legiscan.com/CA/text/AB31/id/3029581,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB31#99INT
1893369,3029582,text,25809,text/html,Introduced,https://legiscan.com/CA/text/AB32/id/3029582,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB32#99INT
1893370,3029583,text,16350,text/html,Introduced,https://legiscan.com/CA/text/AB33/id/3029583,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB33#99INT
1893370,3153197,text,25134,text/html,Amended,https://legiscan.com/CA/text/AB33/id/3153197,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB33#98AMD
1893370,3197999,text,16031,text/html,Amended,https://legiscan.com/CA/text/AB33/id/3197999,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB33#97AMD
1893370,3259906,text,16194,text/html,Amended,https://legiscan.com/CA/text/AB33/id/3259906,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB33#96AMD
1893371,3029584,text,5132,text/html,Introduced,https://legiscan.com/CA/text/AB34/id/3029584,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB34#99INT
1893371,3174490,text,7673,text/html,Amended,https://legiscan.com/CA/text/AB34/id/3174490,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB34#98AMD
1893372,3029585,text,17029,text/html,Introduced,https://legiscan.com/CA/text/AB35/id/3029585,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB35#99INT
1893372,3217352,text,19364,text/html,Amended,https://legiscan.com/CA/text/AB35/id/3217352,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB35#98AMD
1893373,3029586,text,11437,text/html,Introduced,https://legiscan.com/CA/text/AB36/id/3029586,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB36#99INT
1893373,3182258,text,13371,text/html,Amended,https://legiscan.com/CA/text/AB36/id/3182258,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB36#98AMD
1893373,3265555,text,14521,text/html,Amended,https://legiscan.com/CA/text/AB36/id/3265555,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB36#97AMD
1893373,3267683,text,24218,text/html,Amended,https://legiscan.com/CA/text/AB36/id/3267683,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB36#96AMD
1893373,3269044,text,24305,text/html,Enrolled,https://legiscan.com/CA/text/AB36/id/3269044,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB36#95ENR
1893373,3272930,text,22367,text/html,Chaptered,https://legiscan.com/CA/text/AB36/id/3272930,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB36#94CHP
1893374,3029587,text,3664,text/html,Introduced,https://legiscan.com/CA/text/AB37/id/3029587,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB37#99INT
1893374,3174499,text,6009,text/html,Amended,https://legiscan.com/CA/text/AB37/id/3174499,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB37#98AMD
1893375,3029588,text,14735,text/html,Introduced,https://legiscan.com/CA/text/AB38/id/3029588,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB38#99INT
1893376,3029589,text,12011,text/html,Introduced,https://legiscan.com/CA/text/AB39/id/3029589,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB39#99INT
1893376,3141637,text,12667,text/html,Amended,https://legiscan.com/CA/text/AB39/id/3141637,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB39#98AMD
1893376,3221519,text,14219,text/html,Amended,https://legiscan.com/CA/text/AB39/id/3221519,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB39#97AMD
1893376,3246563,text,13985,text/html,Amended,https://legiscan.com/CA/text/AB39/id/3246563,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB39#96AMD
1893376,3260558,text,14768,text/html,Amended,https://legiscan.com/CA/text/AB39/id/3260558,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB39#95AMD
1893376,3262240,text,15699,text/html,Amended,https://legiscan.com/CA/text/AB39/id/3262240,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB39#94AMD
1893376,3267659,text,15791,text/html,Amended,https://legiscan.com/CA/text/AB39/id/3267659,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB39#93AMD
1893376,3269427,text,16378,text/html,Enrolled,https://legiscan.com/CA/text/AB39/id/3269427,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB39#92ENR
1893376,3272191,text,13409,text/html,Chaptered,https://legiscan.com/CA/text/AB39/id/3272191,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB39#91CHP
1893378,3029591,text,15964,text/html,Introduced,https://legiscan.com/CA/text/AB40/id/3029591,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB40#99INT
1893378,3155568,text,16516,text/html,Amended,https://legiscan.com/CA/text/AB40/id/3155568,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB40#98AMD
1893378,3266018,text,22973,text/html,Amended,https://legiscan.com/CA/text/AB40/id/3266018,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB40#97AMD
1893379,3029592,text,4885,text/html,Introduced,https://legiscan.com/CA/text/AB41/id/3029592,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB41#99INT
1893380,3029593,text,8689,text/html,Introduced,https://legiscan.com/CA/text/AB42/id/3029593,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB42#99INT
1893380,3139611,text,18582,text/html,Amended,https://legiscan.com/CA/text/AB42/id/3139611,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB42#98AMD
1893380,3259728,text,10764,text/html,Amended,https://legiscan.com/CA/text/AB42/id/3259728,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB42#97AMD
1893380,3268580,text,10961,text/html,Enrolled,https://legiscan.com/CA/text/AB42/id/3268580,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB42#96ENR
1893380,3272390,text,9353,text/html,Chaptered,https://legiscan.com/CA/text/AB42/id/3272390,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB42#95CHP
